Temp_ID Permanent_ID Mutation_type Position s h Subpop Tick Number
1597 64 m2 23502 -0.00129294733 0.5 p-1 -6475 7
977 65 m2 24698 -0.00246475963 0.5 p-1 -1183623 269
1518 66 m2 24786 -0.0117160827 0.5 p-1 -15864 12
1320 67 m2 25093 -0.000392461166 0.5 p-1 -4998 23
1591 68 m2 25409 -0.0140543897 0.5 p-1 -63821 9
942 69 m2 25975 -2.40538502e-05 0.5 p-1 -137585 46
1182 71 m2 27628 -0.00010502636 0.5 p-1 -20833 25
1020 73 m2 28177 -0.00105332863 0.5 p-1 -672103 113
7 75 m2 28335 -0.012074261 0.5 p-1 -6215825 1428
665 76 m2 29649 -0.000384304614 0.5 p-1 -2095651 797
709 77 m2 30116 -0.0233305395 0.5 p-1 -2918274 275
710 78 m2 30293 -0.0268105678 0.5 p-1 -5123258 102
1021 79 m2 30327 -2.79108832e-07 0.5 p-1 -426194 124
1599 80 m2 30372 -7.00998498e-05 0.5 p-1 -15636 12
1022 82 m2 30630 -0.00557241822 0.5 p-1 -1477094 148
1264 83 m2 31247 -0.000563888228 0.5 p-1 -1907275 64
514 84 m2 31847 -0.000341008155 0.5 p-1 -816043 289
1080 85 m2 32067 -0.000147761733 0.5 p-1 -19917 9
883 86 m2 32557 -0.000722521858 0.5 p-1 -707699 159
1887 87 m2 32818 -0.00188014167 0.5 p-1 -44752 9
2035 89 m2 33679 -0.0352266282 0.5 p-1 -27541 1
741 90 m2 33934 -1.52158991e-05 0.5 p-1 -343855 296
8 92 m2 34461 -0.000431665365 0.5 p-1 -905762 298
1627 93 m2 34684 -0.00353273214 0.5 p-1 -79980 11
1314 94 m2 34767 -0.0168384202 0.5 p-1 -39848 31
978 97 m2 35480 -9.59057725e-05 0.5 p-1 -81560 71
1081 98 m2 35877 -5.55456154e-07 0.5 p-1 -282616 16
884 100 m2 36904 -0.00105094328 0.5 p-1 -820281 134
1816 101 m2 38019 -0.00378023204 0.5 p-1 -17829 1
1363 102 m2 38329 -8.51891091e-09 0.5 p-1 -788078 2
1635 103 m2 39113 -0.00728197582 0.5 p-1 -23434 1
1748 104 m2 39351 -0.00319730188 0.5 p-1 -8931 11
9 105 m2 39791 -0.000132780915 0.5 p-1 -665499 158
10 108 m2 40800 -0.0950324535 0.5 p-1 -2525133 277
1101 109 m2 41593 -0.0144360047 0.5 p-1 -432899 89
992 111 m2 41757 -0.0222537853 0.5 p-1 -5004353 192
1588 112 m2 41918 -0.00225601718 0.5 p-1 -69369 9
11 114 m2 42878 -0.0054133404 0.5 p-1 -1737534 668
1763 115 m2 42916 -0.000413025438 0.5 p-1 -29349 5
1787 116 m2 43291 -0.000873098907 0.5 p-1 -54715 11
1910 117 m2 43432 -0.00390919764 0.5 p-1 -171127 1
1730 120 m2 44833 -0.0148479156 0.5 p-1 -71906 1
1989 121 m2 44968 -0.00601274939 0.5 p-1 -98007 2
1279 122 m2 45840 -0.0015412682 0.5 p-1 -6182 22
1709 125 m2 46583 -0.0189572722 0.5 p-1 -11013 8
1851 126 m2 47175 -3.27345624e-05 0.5 p-1 -157819 33
862 128 m2 48163 -0.000463574746 0.5 p-1 -1150945 87
666 129 m2 48190 -0.000409729633 0.5 p-1 -723796 184
1113 130 m2 49030 -0.00848739129 0.5 p-1 -969887 125
1589 131 m2 49312 -0.000832005579 0.5 p-1 -3923 1
667 132 m2 49552 -0.00289076683 0.5 p-1 -209983 96
668 133 m2 49671 -2.54606107e-07 0.5 p-1 -1781146 316
772 134 m2 49828 -0.000463650795 0.5 p-1 -135428 21
669 135 m2 50086 -0.00159368827 0.5 p-1 -1783580 626
2007 139 m2 51941 -0.0504347086 0.5 p-1 -7010 3
1130 140 m2 52789 -0.0424911566 0.5 p-1 -98478 36
515 142 m2 53028 -0.00165050139 0.5 p-1 -4005283 608
516 143 m2 53354 -0.0018165583 0.5 p-1 -3990223 716
2016 144 m2 53578 -0.02195796 0.5 p-1 -1298 1
290 145 m2 53894 -0.0221850928 0.5 p-1 -1333200 670
437 148 m2 54919 -1.49978632e-06 0.5 p-1 -423076 201
1608 149 m2 55461 -1.69988527e-06 0.5 p-1 -217949 55
1428 150 m2 55702 -0.0320602059 0.5 p-1 -3953 1
12 151 m2 56441 -0.00881301332 0.5 p-1 -6342209 681
1833 152 m2 56465 -0.00373712182 0.5 p-1 -16710 6
438 153 m2 56503 -3.78147956e-06 0.5 p-1 -5756266 1287
1965 154 m2 56708 -0.00209930376 0.5 p-1 -20858 1
291 156 m2 56971 -0.00044781444 0.5 p-1 -1788280 64
292 158 m2 58620 -0.000163222227 0.5 p-1 -566155 465
1023 159 m2 58827 -1.56495189e-05 0.5 p-1 -363535 90
13 160 m2 59656 -3.91545854e-08 0.5 p-1 -3032311 1459
919 161 m2 60122 -0.00054385484 0.5 p-1 -166788 53
1010 164 m2 60808 -7.12128167e-05 0.5 p-1 -199108 27
14 165 m2 61136 -0.000262637099 0.5 p-1 -298303 91
15 166 m2 61899 -0.0060447827 0.5 p-1 -1420359 1246
1302 167 m2 62014 -0.0205590706 0.5 p-1 -697523 47
16 168 m2 62244 -0.0112538058 0.5 p-1 -792359 919
1082 169 m2 62477 -1.20586122e-07 0.5 p-1 -444452 123
670 170 m2 62907 -0.00237808167 0.5 p-1 -1154108 354
293 171 m2 63004 -0.000110605419 0.5 p-1 -557269 639
17 172 m2 64374 -1.37925074e-10 0.5 p-1 -757477 340
742 173 m2 64392 -1.31462878e-06 0.5 p-1 -3224727 529
18 175 m2 66106 -0.00105948315 0.5 p-1 -5648254 676
294 176 m2 66172 -0.000508218305 0.5 p-1 -5479773 968
1701 177 m2 66316 -0.0152984234 0.5 p-1 -9992 4
1255 178 m2 66326 -0.00907965377 0.5 p-1 -439485 21
920 179 m2 67650 -0.000237627493 0.5 p-1 -79121 72
1233 180 m2 68292 -0.00648989854 0.5 p-1 -80698 44
711 182 m2 69122 -0.0103578744 0.5 p-1 -2781198 804
921 183 m2 69557 -0.038450215 0.5 p-1 -445961 130
922 184 m2 69742 -0.0583389625 0.5 p-1 -277059 96
1241 185 m2 71273 -0.00298958016 0.5 p-1 -679579 116
517 186 m2 71427 -0.00171256578 0.5 p-1 -1194664 476
19 187 m2 71948 -4.50357817e-07 0.5 p-1 -1052564 669
1202 188 m2 72450 -0.00267126621 0.5 p-1 -119202 32
439 189 m2 72554 -0.0116936928 0.5 p-1 -5293764 525
20 190 m2 72557 -3.32696004e-06 0.5 p-1 -5619113 396
1735 191 m2 73133 -0.00625502551 0.5 p-1 -93114 6
440 192 m2 74031 -7.15539409e-06 0.5 p-1 -8634428 224
1906 193 m2 75177 -0.0968246832 0.5 p-1 -32904 2
518 195 m2 75893 -0.000567523122 0.5 p-1 -551418 491
21 196 m2 76321 -0.00140547659 0.5 p-1 -1378926 720
885 198 m2 78004 -0.000546597934 0.5 p-1 -1454051 619
2047 199 m2 78925 -0.000120340061 0.5 p-1 -33659 1
22 200 m2 79412 -2.47282278e-05 0.5 p-1 -73534 73
295 201 m2 79492 -0.000565208495 0.5 p-1 -4414953 417
23 202 m2 80560 -0.00967213605 0.5 p-1 -279738 203
1333 203 m2 80802 -0.000766636629 0.5 p-1 -33393 13
1681 204 m2 81144 -8.99135921e-06 0.5 p-1 -72429 17
1131 206 m2 82770 -0.006044426 0.5 p-1 -4312 3
863 208 m2 83409 -0.000108710308 0.5 p-1 -577292 162
519 210 m2 83932 -0.0307658873 0.5 p-1 -134872 157
1463 212 m2 84415 -0.000599832973 0.5 p-1 -1524996 55
1640 213 m2 84523 -0.00992375892 0.5 p-1 -19655 6
441 214 m2 85169 -3.45848139e-06 0.5 p-1 -596652 237
24 215 m2 86005 -7.37814116e-05 0.5 p-1 -3037680 1687
1641 216 m2 86310 -0.00223416695 0.5 p-1 -10184 6
1083 217 m2 87081 -0.0448832847 0.5 p-1 -64684 30
25 219 m2 87166 -0.00246534706 0.5 p-1 -2686447 1225
1064 220 m2 87296 -1.31933502e-05 0.5 p-1 -6497 19
1160 221 m2 87407 -0.00787923951 0.5 p-1 -423216 81
1307 222 m2 87573 -0.000774359039 0.5 p-1 -447145 98
1183 223 m2 88750 -0.0012898678 0.5 p-1 -53477 37
26 224 m2 88881 -0.0023565283 0.5 p-1 -5687752 1398
1084 225 m2 89087 -0.0135120414 0.5 p-1 -7255975 178
27 229 m2 89349 -0.000870824326 0.5 p-1 -2838133 885
1644 230 m2 89598 -2.25070266e-06 0.5 p-1 -2083 1
743 231 m2 90094 -0.00115749589 0.5 p-1 -5149708 284
28 232 m2 90520 -5.11051912e-05 0.5 p-1 -2577810 1651
1191 233 m2 90790 -0.000990966335 0.5 p-1 -42791 13
1973 235 m2 91365 -0.00533099426 0.5 p-1 -8935 2
811 236 m2 91648 -0.00045407578 0.5 p-1 -38140 8
1514 237 m2 92682 -0.000126869258 0.5 p-1 -8146 7
29 241 m2 93867 -0.0133598587 0.5 p-1 -274994 47
1878 242 m2 94646 -0.0118823387 0.5 p-1 -158514 9
1452 243 m2 94954 -0.000367775589 0.5 p-1 -156971 11
296 246 m2 97088 -0.0742857978 0.5 p-1 -2035508 898
1527 247 m2 97312 -0.00593455229 0.5 p-1 -101047 18
30 248 m2 97773 -3.6562742e-05 0.5 p-1 -1016141 675
1810 249 m2 97901 -0.00421027606 0.5 p-1 -7383 1
442 250 m2 98681 -4.88254846e-05 0.5 p-1 -5145211 244
812 251 m2 99095 -0.0041124709 0.5 p-1 -1880728 266
813 253 m2 99257 -0.0321169309 0.5 p-1 -2785207 352
960 254 m2 99465 -0.00218722038 0.5 p-1 -54394 37
443 255 m2 99593 -0.00260086381 0.5 p-1 -593994 268
1936 257 m2 100719 -0.002863531 0.5 p-1 -11504 2
1049 258 m2 100788 -0.00744588114 0.5 p-1 -933543 96
31 259 m2 101609 -0.016052207 0.5 p-1 -3756549 1031
1603 261 m2 102076 -0.00102122978 0.5 p-1 -2026 2
1479 265 m2 102987 -0.0129307611 0.5 p-1 -22082 24
520 266 m2 103403 -0.00731086358 0.5 p-1 -2264869 417
1398 267 m2 103658 -0.00841283798 0.5 p-1 -50640 4
521 268 m2 103759 -0.00133586081 0.5 p-1 -1939171 415
32 269 m2 104348 -6.19510474e-16 0.5 p-1 -1844780 235
33 271 m2 104893 -0.0209538154 0.5 p-1 -3927522 608
671 272 m2 105273 -0.002823808 0.5 p-1 -376234 164
1149 273 m2 105328 -0.0171433203 0.5 p-1 -87840 34
444 274 m2 105381 -0.00169755134 0.5 p-1 -4010196 421
1779 275 m2 105919 -6.05463457e-11 0.5 p-1 -15065 2
34 276 m2 106208 -0.0174413268 0.5 p-1 -1297713 1335
1192 277 m2 106276 -0.000146590013 0.5 p-1 -19975 20
1576 278 m2 106296 -0.00950312801 0.5 p-1 -577 2
773 279 m2 106749 -0.0135500059 0.5 p-1 -102175 94
445 281 m2 107193 -0.134665996 0.5 p-1 -217341 88
1050 284 m2 107978 -0.00194599899 0.5 p-1 -577790 252
1806 286 m2 110670 -6.78237075e-06 0.5 p-1 -37292 3
1719 287 m2 110801 -0.00269961008 0.5 p-1 -22245 4
993 288 m2 111388 -5.05086746e-06 0.5 p-1 -181341 36
35 289 m2 112585 -0.000442691293 0.5 p-1 -284401 101
522 291 m2 113908 -1.04910312e-08 0.5 p-1 -3883932 272
36 295 m2 115713 -0.00440947479 0.5 p-1 -2839842 1421
672 298 m2 117905 -0.000159764328 0.5 p-1 -1048207 301
1935 299 m2 118096 -0.0130770206 0.5 p-1 -42916 4
523 301 m2 118382 -0.0581293814 0.5 p-1 -539193 523
1308 303 m2 118767 -0.00047917504 0.5 p-1 -16522 18
1295 304 m2 119065 -9.93359499e-05 0.5 p-1 -17083 2
1583 306 m2 120445 -0.036259234 0.5 p-1 -55006 6
1854 307 m2 120770 -0.00958564132 0.5 p-1 -12044 8
1567 308 m2 121074 -3.96646246e-05 0.5 p-1 -82258 15
1184 309 m2 121339 -4.9188634e-06 0.5 p-1 -104240 17
524 310 m2 123275 -0.0355167277 0.5 p-1 -546210 43
1604 312 m2 124472 -0.000377027027 0.5 p-1 -11071 6
297 314 m2 125327 -0.00163923064 0.5 p-1 -2093291 911
1983 315 m2 125382 -0.00110732927 0.5 p-1 -39946 3
446 316 m2 125862 -0.00202583009 0.5 p-1 -489871 343
712 319 m2 127362 -2.30504374e-05 0.5 p-1 -846369 345
1888 320 m2 128460 -0.00153551192 0.5 p-1 -84222 4
1907 321 m2 128944 -0.000213998035 0.5 p-1 -148410 2
37 322 m2 128972 -0.00290707964 0.5 p-1 -2920516 1053
1483 323 m2 129533 -0.0451504663 0.5 p-1 -18395 17
1593 324 m2 129557 -1.21631263e-06 0.5 p-1 -2952 4
38 328 m2 131270 -0.0338328592 0.5 p-1 -7131791 1747
525 329 m2 132183 -8.38090709e-05 0.5 p-1 -193262 165
447 330 m2 132245 -0.00603948953 0.5 p-1 -5649817 1039
39 331 m2 132611 -0.00439789984 0.5 p-1 -3051526 838
1758 332 m2 133773 -0.0106978081 0.5 p-1 -23456 6
526 333 m2 133785 -0.0898259431 0.5 p-1 -3277010 379
448 334 m2 133987 -0.0153068937 0.5 p-1 -6085240 700
40 336 m2 134836 -4.91772953e-05 0.5 p-1 -2930932 1386
298 337 m2 134921 -0.00261270744 0.5 p-1 -921741 613
1996 338 m2 135462 -0.000376154727 0.5 p-1 -13087 3
713 340 m2 137621 -0.094766058 0.5 p-1 -3921353 324
41 341 m2 138352 -0.0792675912 0.5 p-1 -1059851 417
299 342 m2 138530 -0.0116598746 0.5 p-1 -1572720 686
42 343 m2 139458 -0.00701114861 0.5 p-1 -1310986 927
43 344 m2 139699 -0.12073496 0.5 p-1 -6532108 1700
1368 345 m2 139860 -0.00867774151 0.5 p-1 -49771 42
1542 346 m2 139946 -0.000287410192 0.5 p-1 -27728 16
44 350 m2 140742 -0.0096316766 0.5 p-1 -1429361 760
1863 351 m2 141086 -0.00285258912 0.5 p-1 -818867 7
300 352 m2 141145 -0.014879467 0.5 p-1 -2038954 954
301 353 m2 141321 -0.0389171056 0.5 p-1 -2110878 1282
1659 354 m2 142600 -0.00242209993 0.5 p-1 -2046 2
45 355 m2 143030 -2.14133237e-07 0.5 p-1 -7190861 509
527 356 m2 143136 -0.0170535371 0.5 p-1 -1990120 290
302 358 m2 143472 -2.60277138e-05 0.5 p-1 -462542 252
1185 359 m2 144048 -0.00109912327 0.5 p-1 -592032 218
774 361 m2 144218 -0.000349113165 0.5 p-1 -2314974 150
46 362 m2 144651 -0.0029550211 0.5 p-1 -6927144 1843
47 363 m2 144715 -0.000209962673 0.5 p-1 -7130089 1843
1707 364 m2 145554 -0.00630705757 0.5 p-1 -121990 4
1714 365 m2 146320 -7.46065325e-07 0.5 p-1 -68135 5
48 366 m2 147260 -0.00244767801 0.5 p-1 -678547 37
49 367 m2 148282 -1.84807996e-05 0.5 p-1 -3052049 760
775 368 m2 148439 -3.50668161e-05 0.5 p-1 -241487 112
303 369 m2 148598 -0.00277967216 0.5 p-1 -4101554 1630
50 370 m2 148614 -9.445248e-06 0.5 p-1 -2279647 370
1717 374 m2 150643 -0.0216911491 0.5 p-1 -17525 3
1150 375 m2 150767 -0.0266616829 0.5 p-1 -49203 12
1265 376 m2 151011 -0.000554625236 0.5 p-1 -67002 53
2033 377 m2 151105 -5.59429327e-06 0.5 p-1 -20752 1
1453 380 m2 151836 -0.000175739086 0.5 p-1 -14294 4
1745 381 m2 151949 -0.00303963269 0.5 p-1 -231929 17
528 382 m2 151980 -0.00129153649 0.5 p-1 -2716447 1024
904 384 m2 152798 -0.154681191 0.5 p-1 -312586 73
886 386 m2 154010 -3.25357382e-06 0.5 p-1 -182189 64
1356 387 m2 154029 -0.0458334163 0.5 p-1 -57309 43
1872 389 m2 154479 -0.0181013551 0.5 p-1 -18165 7
51 390 m2 154961 -7.66794983e-07 0.5 p-1 -5365776 783
529 391 m2 155044 -0.0541450828 0.5 p-1 -834707 437
744 392 m2 155107 -0.0105587514 0.5 p-1 -268541 42
905 394 m2 155280 -0.0041181054 0.5 p-1 -123627 71
304 395 m2 155354 -3.78200129e-05 0.5 p-1 -5663071 463
1321 398 m2 156515 -3.64350694e-06 0.5 p-1 -442629 86
1461 400 m2 156689 -0.000844492926 0.5 p-1 -5890 4
1605 401 m2 157400 -0.0100913569 0.5 p-1 -71602 6
838 402 m2 157642 -0.000875537167 0.5 p-1 -2372 6
449 403 m2 157851 -0.0596669279 0.5 p-1 -4324824 906
1759 405 m2 158499 -0.0104864901 0.5 p-1 -72311 6
52 407 m2 160396 -0.0174139701 0.5 p-1 -715684 416
1785 408 m2 160883 -0.00109319959 0.5 p-1 -519716 20
1838 410 m2 161623 -0.000403747224 0.5 p-1 -8469 1
1051 411 m2 161632 -0.0221226569 0.5 p-1 -83626 76
1052 413 m2 161786 -0.00266545382 0.5 p-1 -130739 78
1322 414 m2 161832 -0.0281920247 0.5 p-1 -666344 55
305 415 m2 162123 -0.00110528339 0.5 p-1 -1573283 768
673 416 m2 162175 -0.000365801097 0.5 p-1 -220061 287
714 417 m2 162304 -0.00556939282 0.5 p-1 -251118 29
1836 418 m2 163296 -0.0770355761 0.5 p-1 -25871 14
1114 419 m2 164013 -5.96559257e-05 0.5 p-1 -21919 30
2074 420 m2 164135 -3.18540478e-05 0.5 p-1 -45929 1
994 422 m2 165383 -6.41067818e-05 0.5 p-1 -203388 87
594 423 m2 165448 -1.23786538e-06 0.5 p-1 -5120992 959
1899 424 m2 165936 -0.00242220052 0.5 p-1 -8846 3
1846 425 m2 166002 -0.000141198383 0.5 p-1 -5013 4
2019 426 m2 166380 -0.00154571189 0.5 p-1 -27153 4
595 427 m2 166763 -0.00354458741 0.5 p-1 -961646 313
1439 430 m2 168387 -4.54170549e-05 0.5 p-1 -1249 9
53 431 m2 168457 -1.33281919e-05 0.5 p-1 -3148844 492
1945 432 m2 168798 -0.00218199193 0.5 p-1 -14345 2
1357 435 m2 169432 -0.00261878036 0.5 p-1 -226755 43
1284 436 m2 169858 -0.0012197271 0.5 p-1 -207543 41
1065 437 m2 170198 -0.0055360659 0.5 p-1 -30080 36
2054 438 m2 170395 -0.000711731147 0.5 p-1 -1291 2
1011 439 m2 170625 -0.0324001759 0.5 p-1 -2271827 141
923 440 m2 170785 -4.32419156e-10 0.5 p-1 -32832 29
1715 441 m2 171141 -1.2853392e-05 0.5 p-1 -25685 4
306 444 m2 172851 -0.00476823421 0.5 p-1 -1642296 403
715 445 m2 173109 -2.06194818e-05 0.5 p-1 -235548 205
1340 447 m2 174153 -0.000293656194 0.5 p-1 -123827 22
596 448 m2 174405 -0.0290850289 0.5 p-1 -1293115 717
674 449 m2 174635 -0.000136014569 0.5 p-1 -27904 38
1093 450 m2 174885 -0.00087128405 0.5 p-1 -148541 20
1250 451 m2 174980 -0.0449871495 0.5 p-1 -149316 14
54 452 m2 175288 -1.96341298e-05 0.5 p-1 -2699172 1924
1782 453 m2 175299 -0.000828590069 0.5 p-1 -128190 25
1315 454 m2 175478 -0.00753781572 0.5 p-1 -7460 7
597 456 m2 176644 -7.09600863e-06 0.5 p-1 -542146 265
1077 457 m2 177111 -0.00850073155 0.5 p-1 -880131 120
2003 458 m2 177202 -5.64352194e-05 0.5 p-1 -7303 1
716 460 m2 177765 -0.00794458482 0.5 p-1 -32518 46
55 461 m2 178165 -0.0196551513 0.5 p-1 -2433718 1436
1474 462 m2 178639 -0.00616474077 0.5 p-1 -104531 27
745 463 m2 179334 -0.0110859619 0.5 p-1 -277924 357
979 464 m2 179354 -0.000244528404 0.5 p-1 -275182 21
1900 465 m2 179971 -7.51133393e-06 0.5 p-1 -18061 3
1931 467 m2 180812 -0.000536285283 0.5 p-1 -3691 1
980 468 m2 181189 -0.0148537643 0.5 p-1 -8346219 162
1788 469 m2 181282 -0.0244156066 0.5 p-1 -55747 4
450 470 m2 181459 -0.0372162312 0.5 p-1 -1851701 397
746 471 m2 181720 -0.00159949809 0.5 p-1 -2031717 209
307 472 m2 182324 -0.00348358369 0.5 p-1 -8476118 1339
451 474 m2 183471 -0.000310673669 0.5 p-1 -2459233 676
598 475 m2 184620 -0.00101916364 0.5 p-1 -7244614 660
2031 476 m2 184654 -0.0767917186 0.5 p-1 -7578 2
1102 477 m2 185039 -0.00332859368 0.5 p-1 -130710 57
308 478 m2 185502 -0.00980993919 0.5 p-1 -354540 227
309 479 m2 185824 -0.000292456214 0.5 p-1 -678856 314
1764 480 m2 186161 -0.000774009852 0.5 p-1 -10492 4
56 481 m2 186458 -0.00213037129 0.5 p-1 -772876 397
1430 483 m2 187924 -2.75608812e-07 0.5 p-1 -224188 7
530 485 m2 188711 -0.000344624306 0.5 p-1 -6863329 473
1684 486 m2 189677 -1.57330851e-05 0.5 p-1 -21517 11
1524 489 m2 190339 -0.0234026816 0.5 p-1 -86083 5
57 492 m2 190889 -0.00776582304 0.5 p-1 -2078972 1869
1594 493 m2 191051 -0.000874260324 0.5 p-1 -83470 5
1393 494 m2 191147 -0.00536929071 0.5 p-1 -1507579 10
58 495 m2 191450 -0.0173064489 0.5 p-1 -5531618 1749
961 496 m2 191456 -0.000316561025 0.5 p-1 -39613 24
1492 497 m2 191605 -1.38011188e-07 0.5 p-1 -5682 25
1568 498 m2 191930 -0.00526654581 0.5 p-1 -49768 25
1865 504 m2 193309 -3.43891734e-05 0.5 p-1 -23587 7
1171 505 m2 193453 -0.0310264099 0.5 p-1 -77332 29
1991 507 m2 194672 -0.0205706004 0.5 p-1 -613 4
747 508 m2 194849 -0.115893252 0.5 p-1 -586891 338
59 509 m2 195622 -0.020768201 0.5 p-1 -982784 1613
887 510 m2 195672 -0.0675794929 0.5 p-1 -707207 206
531 511 m2 196835 -0.000592113589 0.5 p-1 -8306361 576
1587 512 m2 197015 -0.00729204156 0.5 p-1 -30442 33
60 514 m2 197063 -0.0322313607 0.5 p-1 -1815479 854
1609 515 m2 197409 -0.000234207633 0.5 p-1 -103070 16
1132 516 m2 197684 -0.00206312374 0.5 p-1 -85961 21
1834 517 m2 197695 -0.00675631128 0.5 p-1 -8393 5
1377 520 m2 198651 -0.00241848803 0.5 p-1 -76852 30
1830 521 m2 199228 -0.00585005758 0.5 p-1 -4334 2
1296 522 m2 199375 -0.000807284203 0.5 p-1 -191460 8
1864 524 m2 199591 -0.0031932022 0.5 p-1 -1633 6
1012 525 m2 199730 -0.00119887933 0.5 p-1 -221703 99
1431 526 m2 200396 -0.00195566472 0.5 p-1 -43668 11
675 527 m2 201134 -0.0649992675 0.5 p-1 -171107 62
599 529 m2 201268 -0.00847546197 0.5 p-1 -722004 358
1751 530 m2 201850 -5.13571251e-07 0.5 p-1 -5136 6
864 531 m2 202107 -0.00221612328 0.5 p-1 -257596 62
1528 532 m2 202637 -0.0181189571 0.5 p-1 -593265 12
61 533 m2 202710 -0.0001090117 0.5 p-1 -777950 591
62 534 m2 202894 -0.0786263123 0.5 p-1 -4018782 462
1040 535 m2 204472 -0.00637603458 0.5 p-1 -371296 104
1868 537 m2 204968 -0.0242622346 0.5 p-1 -54760 3
532 538 m2 205217 -0.00100819464 0.5 p-1 -9663372 218
533 539 m2 205390 -9.67045025e-07 0.5 p-1 -2731555 245
1417 540 m2 205508 -0.0016279394 0.5 p-1 -26314 14
310 541 m2 205660 -0.0430421717 0.5 p-1 -4652391 1478
311 542 m2 206028 -0.000848512456 0.5 p-1 -4891900 453
1144 543 m2 206415 -5.30954867e-06 0.5 p-1 -58973 15
906 547 m2 208684 -0.000167361024 0.5 p-1 -10669 13
1103 548 m2 209402 -7.13982809e-06 0.5 p-1 -66459 70
1406 549 m2 209417 -0.00535582285 0.5 p-1 -112243 14
1893 551 m2 209942 -0.0135155972 0.5 p-1 -5466 1
1674 552 m2 210310 -0.00412342791 0.5 p-1 -139873 25
1225 554 m2 211438 -0.00122582831 0.5 p-1 -4844 9
1505 555 m2 211543 -0.00177244563 0.5 p-1 -39339 11
1736 556 m2 211761 -1.00430498e-05 0.5 p-1 -106172 21
814 559 m2 212454 -0.000660236634 0.5 p-1 -133190 152
1094 560 m2 213228 -0.0106926514 0.5 p-1 -3526362 105
1464 561 m2 213816 -1.68162114e-05 0.5 p-1 -1949827 23
1819 562 m2 213897 -0.00286626583 0.5 p-1 -111619 15
717 564 m2 215045 -0.000693052076 0.5 p-1 -237606 138
748 565 m2 215187 -2.95297341e-05 0.5 p-1 -160632 243
534 566 m2 215526 -0.0496322997 0.5 p-1 -989028 314
1572 568 m2 216214 -9.27015151e-07 0.5 p-1 -70434 8
